CountryorArea,Element,Year,Unit,Value,ValueFootnotes
Philippines,Processing,2010.0,1000 tonnes,7.0,ImBr
Costa Rica,Processing,2010.0,1000 tonnes,6.0,ImBr
Slovenia,Processing,2010.0,1000 tonnes,5.0,ImBr
Armenia,Processing,2010.0,1000 tonnes,4.0,ImBr
Montenegro,Processing,2010.0,1000 tonnes,4.0,ImBr
Tunisia,Processing,2010.0,1000 tonnes,4.0,ImBr
Estonia,Processing,2010.0,1000 tonnes,3.0,ImBr
Eswatini,Processing,2010.0,1000 tonnes,3.0,ImBr
Honduras,Processing,2010.0,1000 tonnes,3.0,ImBr
Indonesia,Processing,2010.0,1000 tonnes,3.0,ImBr
Republic of Moldova,Processing,2010.0,1000 tonnes,3.0,ImBr
Romania,Processing,2010.0,1000 tonnes,3.0,ImBr
Turkey,Processing,2010.0,1000 tonnes,3.0,ImBr
Uruguay,Processing,2010.0,1000 tonnes,3.0,ImBr
"China, Macao SAR",Processing,2010.0,1000 tonnes,2.0,ImBr
Kazakhstan,Processing,2010.0,1000 tonnes,2.0,ImBr
Norway,Processing,2010.0,1000 tonnes,1.0,ImBr
Paraguay,Processing,2010.0,1000 tonnes,1.0,ImBr
Portugal,Processing,2010.0,1000 tonnes,1.0,ImBr
Zimbabwe,Processing,2010.0,1000 tonnes,1.0,ImBr
Afghanistan,Processing,2010.0,1000 tonnes,0.0,ImBr
Angola,Processing,2010.0,1000 tonnes,0.0,ImBr
Bangladesh,Processing,2010.0,1000 tonnes,0.0,ImBr
Bolivia (Plurinational State of),Processing,2010.0,1000 tonnes,0.0,ImBr
Burkina Faso,Processing,2010.0,1000 tonnes,0.0,ImBr
Cambodia,Processing,2010.0,1000 tonnes,0.0,ImBr
Cameroon,Processing,2010.0,1000 tonnes,0.0,ImBr
Canada,Processing,2010.0,1000 tonnes,0.0,ImBr
Central African Republic,Processing,2010.0,1000 tonnes,0.0,ImBr
Chad,Processing,2010.0,1000 tonnes,0.0,ImBr
Colombia,Processing,2010.0,1000 tonnes,0.0,ImBr
Congo,Processing,2010.0,1000 tonnes,0.0,ImBr
Côte d'Ivoire,Processing,2010.0,1000 tonnes,0.0,ImBr
Croatia,Processing,2010.0,1000 tonnes,0.0,ImBr
Cyprus,Processing,2010.0,1000 tonnes,0.0,ImBr
Democratic People's Republic of Korea,Processing,2010.0,1000 tonnes,0.0,ImBr
Ecuador,Processing,2010.0,1000 tonnes,0.0,ImBr
Egypt,Processing,2010.0,1000 tonnes,0.0,ImBr
Ethiopia,Processing,2010.0,1000 tonnes,0.0,ImBr
French Polynesia,Processing,2010.0,1000 tonnes,0.0,ImBr
Guatemala,Processing,2010.0,1000 tonnes,0.0,ImBr
Guinea,Processing,2010.0,1000 tonnes,0.0,ImBr
Haiti,Processing,2010.0,1000 tonnes,0.0,ImBr
Iraq,Processing,2010.0,1000 tonnes,0.0,ImBr
Jordan,Processing,2010.0,1000 tonnes,0.0,ImBr
Kenya,Processing,2010.0,1000 tonnes,0.0,ImBr
Madagascar,Processing,2010.0,1000 tonnes,0.0,ImBr
Malawi,Processing,2010.0,1000 tonnes,0.0,ImBr
Malaysia,Processing,2010.0,1000 tonnes,0.0,ImBr
Mexico,Processing,2010.0,1000 tonnes,0.0,ImBr
Mozambique,Processing,2010.0,1000 tonnes,0.0,ImBr
Myanmar,Processing,2010.0,1000 tonnes,0.0,ImBr
Nepal,Processing,2010.0,1000 tonnes,0.0,ImBr
Niger,Processing,2010.0,1000 tonnes,0.0,ImBr
Nigeria,Processing,2010.0,1000 tonnes,0.0,ImBr
Peru,Processing,2010.0,1000 tonnes,0.0,ImBr
Polynesia,Processing,2010.0,1000 tonnes,0.0,ABr
Rwanda,Processing,2010.0,1000 tonnes,0.0,ImBr
Senegal,Processing,2010.0,1000 tonnes,0.0,ImBr
Sri Lanka,Processing,2010.0,1000 tonnes,0.0,ImBr
Syrian Arab Republic,Processing,2010.0,1000 tonnes,0.0,ImBr
Uganda,Processing,2010.0,1000 tonnes,0.0,ImBr
United Arab Emirates,Processing,2010.0,1000 tonnes,0.0,ImBr
United Kingdom of Great Britain and Northern Ireland,Processing,2010.0,1000 tonnes,0.0,ImBr
United Republic of Tanzania,Processing,2010.0,1000 tonnes,0.0,ImBr
United States of America,Processing,2010.0,1000 tonnes,0.0,ImBr
Venezuela (Bolivarian Republic of),Processing,2010.0,1000 tonnes,0.0,ImBr
Yemen,Processing,2010.0,1000 tonnes,0.0,ImBr
Zambia,Processing,2010.0,1000 tonnes,0.0,ImBr
China,Processing,2009.0,1000 tonnes,4235.0,A
France,Processing,2009.0,1000 tonnes,905.0,S
Russian Federation,Processing,2009.0,1000 tonnes,500.0,S
Poland,Processing,2009.0,1000 tonnes,321.0,S
Ukraine,Processing,2009.0,1000 tonnes,191.0,S
Republic of Korea,Processing,2009.0,1000 tonnes,148.0,S
Ireland,Processing,2009.0,1000 tonnes,87.0,S
Germany,Processing,2009.0,1000 tonnes,80.0,S
Netherlands,Processing,2009.0,1000 tonnes,77.0,S
South Africa,Processing,2009.0,1000 tonnes,76.0,S
Japan,Processing,2009.0,1000 tonnes,58.0,S
Spain,Processing,2009.0,1000 tonnes,36.0,S
Sweden,Processing,2009.0,1000 tonnes,36.0,S
Belarus,Processing,2009.0,1000 tonnes,24.0,S
Australia and New Zealand,Processing,2009.0,1000 tonnes,22.0,A
New Zealand,Processing,2009.0,1000 tonnes,22.0,S
Argentina,Processing,2009.0,1000 tonnes,20.0,S
Denmark,Processing,2009.0,1000 tonnes,18.0,S
Thailand,Processing,2009.0,1000 tonnes,17.0,S
Lebanon,Processing,2009.0,1000 tonnes,14.0,S
Serbia,Processing,2009.0,1000 tonnes,12.0,S
India,Processing,2009.0,1000 tonnes,11.0,S
Azerbaijan,Processing,2009.0,1000 tonnes,10.0,S
Bulgaria,Processing,2009.0,1000 tonnes,9.0,S
Pakistan,Processing,2009.0,1000 tonnes,9.0,S
Latvia,Processing,2009.0,1000 tonnes,8.0,S
Slovakia,Processing,2009.0,1000 tonnes,8.0,S
Czechia,Processing,2009.0,1000 tonnes,7.0,S
Turkey,Processing,2009.0,1000 tonnes,6.0,S
Belgium,Processing,2009.0,1000 tonnes,4.0,S
Hungary,Processing,2009.0,1000 tonnes,4.0,S
Slovenia,Processing,2009.0,1000 tonnes,4.0,S
Other non-specified areas,Processing,2009.0,1000 tonnes,3.0,S
Iran (Islamic Republic of),Processing,2009.0,1000 tonnes,3.0,S
Israel,Processing,2009.0,1000 tonnes,3.0,S
Uruguay,Processing,2009.0,1000 tonnes,3.0,S
Armenia,Processing,2009.0,1000 tonnes,2.0,S
Bosnia and Herzegovina,Processing,2009.0,1000 tonnes,2.0,S
Honduras,Processing,2009.0,1000 tonnes,2.0,S
Montenegro,Processing,2009.0,1000 tonnes,2.0,S
"China, Macao SAR",Processing,2009.0,1000 tonnes,1.0,S
Georgia,Processing,2009.0,1000 tonnes,1.0,S
Greece,Processing,2009.0,1000 tonnes,1.0,S
Guatemala,Processing,2009.0,1000 tonnes,1.0,S
Kazakhstan,Processing,2009.0,1000 tonnes,1.0,S
North Macedonia,Processing,2009.0,1000 tonnes,1.0,S
Zimbabwe,Processing,2009.0,1000 tonnes,1.0,S
Austria,Processing,2009.0,1000 tonnes,0.0,S
Canada,Processing,2009.0,1000 tonnes,0.0,S
Croatia,Processing,2009.0,1000 tonnes,0.0,S
Cyprus,Processing,2009.0,1000 tonnes,0.0,S
Estonia,Processing,2009.0,1000 tonnes,0.0,S
Finland,Processing,2009.0,1000 tonnes,0.0,S
French Polynesia,Processing,2009.0,1000 tonnes,0.0,S
Indonesia,Processing,2009.0,1000 tonnes,0.0,S
Italy,Processing,2009.0,1000 tonnes,0.0,S
Jordan,Processing,2009.0,1000 tonnes,0.0,S
Kyrgyzstan,Processing,2009.0,1000 tonnes,0.0,S
Lithuania,Processing,2009.0,1000 tonnes,0.0,S
Malaysia,Processing,2009.0,1000 tonnes,0.0,S
Paraguay,Processing,2009.0,1000 tonnes,0.0,S
Philippines,Processing,2009.0,1000 tonnes,0.0,S
Polynesia,Processing,2009.0,1000 tonnes,0.0,A
Republic of Moldova,Processing,2009.0,1000 tonnes,0.0,S
Romania,Processing,2009.0,1000 tonnes,0.0,S
Switzerland,Processing,2009.0,1000 tonnes,0.0,S
Tunisia,Processing,2009.0,1000 tonnes,0.0,S
United Kingdom of Great Britain and Northern Ireland,Processing,2009.0,1000 tonnes,0.0,S
United States of America,Processing,2009.0,1000 tonnes,0.0,S
Portugal,Processing,2009.0,1000 tonnes,-1.0,S
China,Processing,2008.0,1000 tonnes,2867.0,A
France,Processing,2008.0,1000 tonnes,908.0,S
Russian Federation,Processing,2008.0,1000 tonnes,450.0,S
Ukraine,Processing,2008.0,1000 tonnes,330.0,S
Poland,Processing,2008.0,1000 tonnes,323.0,S
Republic of Korea,Processing,2008.0,1000 tonnes,90.0,S
Ireland,Processing,2008.0,1000 tonnes,89.0,S
Germany,Processing,2008.0,1000 tonnes,80.0,S
Belgium,Processing,2008.0,1000 tonnes,60.0,S
Japan,Processing,2008.0,1000 tonnes,60.0,S
Sweden,Processing,2008.0,1000 tonnes,32.0,S
Slovakia,Processing,2008.0,1000 tonnes,30.0,S
Belarus,Processing,2008.0,1000 tonnes,24.0,S
Argentina,Processing,2008.0,1000 tonnes,20.0,S
Australia and New Zealand,Processing,2008.0,1000 tonnes,18.0,A
New Zealand,Processing,2008.0,1000 tonnes,18.0,S
Hungary,Processing,2008.0,1000 tonnes,17.0,S
Netherlands,Processing,2008.0,1000 tonnes,16.0,S
Thailand,Processing,2008.0,1000 tonnes,15.0,S
Denmark,Processing,2008.0,1000 tonnes,14.0,S
Lebanon,Processing,2008.0,1000 tonnes,13.0,S
India,Processing,2008.0,1000 tonnes,11.0,S
Latvia,Processing,2008.0,1000 tonnes,11.0,S
Bosnia and Herzegovina,Processing,2008.0,1000 tonnes,8.0,S
Czechia,Processing,2008.0,1000 tonnes,7.0,S
Iran (Islamic Republic of),Processing,2008.0,1000 tonnes,6.0,S
Turkey,Processing,2008.0,1000 tonnes,5.0,S
Slovenia,Processing,2008.0,1000 tonnes,4.0,S
Montenegro,Processing,2008.0,1000 tonnes,3.0,S
North Macedonia,Processing,2008.0,1000 tonnes,3.0,S
Tunisia,Processing,2008.0,1000 tonnes,3.0,S
Uruguay,Processing,2008.0,1000 tonnes,3.0,S
Honduras,Processing,2008.0,1000 tonnes,2.0,S
Indonesia,Processing,2008.0,1000 tonnes,2.0,S
Israel,Processing,2008.0,1000 tonnes,2.0,S
Armenia,Processing,2008.0,1000 tonnes,1.0,S
Bulgaria,Processing,2008.0,1000 tonnes,1.0,S
"China, Macao SAR",Processing,2008.0,1000 tonnes,1.0,S
Other non-specified areas,Processing,2008.0,1000 tonnes,1.0,S
Georgia,Processing,2008.0,1000 tonnes,1.0,S
Greece,Processing,2008.0,1000 tonnes,1.0,S
Guatemala,Processing,2008.0,1000 tonnes,1.0,S
Kazakhstan,Processing,2008.0,1000 tonnes,1.0,S
Kyrgyzstan,Processing,2008.0,1000 tonnes,1.0,S
Zimbabwe,Processing,2008.0,1000 tonnes,1.0,S
Austria,Processing,2008.0,1000 tonnes,0.0,S
Azerbaijan,Processing,2008.0,1000 tonnes,0.0,S
Canada,Processing,2008.0,1000 tonnes,0.0,S
Croatia,Processing,2008.0,1000 tonnes,0.0,S
Cyprus,Processing,2008.0,1000 tonnes,0.0,S
Estonia,Processing,2008.0,1000 tonnes,0.0,S
Finland,Processing,2008.0,1000 tonnes,0.0,S
French Polynesia,Processing,2008.0,1000 tonnes,0.0,S
Italy,Processing,2008.0,1000 tonnes,0.0,S
Jordan,Processing,2008.0,1000 tonnes,0.0,S
Lithuania,Processing,2008.0,1000 tonnes,0.0,S
Malaysia,Processing,2008.0,1000 tonnes,0.0,S
Pakistan,Processing,2008.0,1000 tonnes,0.0,S
Paraguay,Processing,2008.0,1000 tonnes,0.0,S
Philippines,Processing,2008.0,1000 tonnes,0.0,S
Polynesia,Processing,2008.0,1000 tonnes,0.0,A
Portugal,Processing,2008.0,1000 tonnes,0.0,S
Republic of Moldova,Processing,2008.0,1000 tonnes,0.0,S
Romania,Processing,2008.0,1000 tonnes,0.0,S
Serbia,Processing,2008.0,1000 tonnes,0.0,S
South Africa,Processing,2008.0,1000 tonnes,0.0,S
Spain,Processing,2008.0,1000 tonnes,0.0,S
Switzerland,Processing,2008.0,1000 tonnes,0.0,S
United Kingdom of Great Britain and Northern Ireland,Processing,2008.0,1000 tonnes,0.0,S
United States of America,Processing,2008.0,1000 tonnes,0.0,S
China,Processing,2007.0,1000 tonnes,3455.0,A
France,Processing,2007.0,1000 tonnes,903.0,S
Russian Federation,Processing,2007.0,1000 tonnes,830.0,S
Ukraine,Processing,2007.0,1000 tonnes,344.0,S
Poland,Processing,2007.0,1000 tonnes,326.0,S
Serbia,Processing,2007.0,1000 tonnes,118.0,S
Ireland,Processing,2007.0,1000 tonnes,92.0,S
South Africa,Processing,2007.0,1000 tonnes,70.0,S
Germany,Processing,2007.0,1000 tonnes,65.0,S
Japan,Processing,2007.0,1000 tonnes,58.0,S
Azerbaijan,Processing,2007.0,1000 tonnes,56.0,S
Belarus,Processing,2007.0,1000 tonnes,26.0,S
Sweden,Processing,2007.0,1000 tonnes,22.0,S
Switzerland,Processing,2007.0,1000 tonnes,21.0,S
Argentina,Processing,2007.0,1000 tonnes,20.0,S
Australia and New Zealand,Processing,2007.0,1000 tonnes,20.0,A
New Zealand,Processing,2007.0,1000 tonnes,20.0,S
Lebanon,Processing,2007.0,1000 tonnes,19.0,S
Latvia,Processing,2007.0,1000 tonnes,18.0,S
Slovakia,Processing,2007.0,1000 tonnes,18.0,S
Thailand,Processing,2007.0,1000 tonnes,13.0,S
Republic of Korea,Processing,2007.0,1000 tonnes,12.0,S
Italy,Processing,2007.0,1000 tonnes,9.0,S
Estonia,Processing,2007.0,1000 tonnes,8.0,S
India,Processing,2007.0,1000 tonnes,8.0,S
Iran (Islamic Republic of),Processing,2007.0,1000 tonnes,8.0,S
Czechia,Processing,2007.0,1000 tonnes,7.0,S
Turkey,Processing,2007.0,1000 tonnes,5.0,S
Indonesia,Processing,2007.0,1000 tonnes,4.0,S
Slovenia,Processing,2007.0,1000 tonnes,4.0,S
Montenegro,Processing,2007.0,1000 tonnes,3.0,S
Uruguay,Processing,2007.0,1000 tonnes,3.0,S
Armenia,Processing,2007.0,1000 tonnes,2.0,S
Honduras,Processing,2007.0,1000 tonnes,2.0,S
Israel,Processing,2007.0,1000 tonnes,2.0,S
North Macedonia,Processing,2007.0,1000 tonnes,2.0,S
"China, Macao SAR",Processing,2007.0,1000 tonnes,1.0,S
Other non-specified areas,Processing,2007.0,1000 tonnes,1.0,S
Georgia,Processing,2007.0,1000 tonnes,1.0,S
Guatemala,Processing,2007.0,1000 tonnes,1.0,S
Hungary,Processing,2007.0,1000 tonnes,1.0,S
Kazakhstan,Processing,2007.0,1000 tonnes,1.0,S
Kyrgyzstan,Processing,2007.0,1000 tonnes,1.0,S
Pakistan,Processing,2007.0,1000 tonnes,1.0,S
Zimbabwe,Processing,2007.0,1000 tonnes,1.0,S
Austria,Processing,2007.0,1000 tonnes,0.0,S
Belgium,Processing,2007.0,1000 tonnes,0.0,S
Bosnia and Herzegovina,Processing,2007.0,1000 tonnes,0.0,S
Bulgaria,Processing,2007.0,1000 tonnes,0.0,S
Canada,Processing,2007.0,1000 tonnes,0.0,S
Croatia,Processing,2007.0,1000 tonnes,0.0,S
Cyprus,Processing,2007.0,1000 tonnes,0.0,S
Denmark,Processing,2007.0,1000 tonnes,0.0,S
Finland,Processing,2007.0,1000 tonnes,0.0,S
French Polynesia,Processing,2007.0,1000 tonnes,0.0,S
Greece,Processing,2007.0,1000 tonnes,0.0,S
Jordan,Processing,2007.0,1000 tonnes,0.0,S
Lithuania,Processing,2007.0,1000 tonnes,0.0,S
Malaysia,Processing,2007.0,1000 tonnes,0.0,S
Netherlands,Processing,2007.0,1000 tonnes,0.0,S
Paraguay,Processing,2007.0,1000 tonnes,0.0,S
Philippines,Processing,2007.0,1000 tonnes,0.0,S
Polynesia,Processing,2007.0,1000 tonnes,0.0,A
Portugal,Processing,2007.0,1000 tonnes,0.0,S
Republic of Moldova,Processing,2007.0,1000 tonnes,0.0,S
Romania,Processing,2007.0,1000 tonnes,0.0,S
Spain,Processing,2007.0,1000 tonnes,0.0,S
Tunisia,Processing,2007.0,1000 tonnes,0.0,S
United Kingdom of Great Britain and Northern Ireland,Processing,2007.0,1000 tonnes,0.0,S
United States of America,Processing,2007.0,1000 tonnes,0.0,S
China,Processing,2006.0,1000 tonnes,3472.0,A
France,Processing,2006.0,1000 tonnes,897.0,S
Russian Federation,Processing,2006.0,1000 tonnes,440.0,S
Poland,Processing,2006.0,1000 tonnes,324.0,S
Ukraine,Processing,2006.0,1000 tonnes,251.0,S
Serbia,Processing,2006.0,1000 tonnes,91.0,S
Ireland,Processing,2006.0,1000 tonnes,84.0,S
South Africa,Processing,2006.0,1000 tonnes,76.0,S
Germany,Processing,2006.0,1000 tonnes,65.0,S
Japan,Processing,2006.0,1000 tonnes,56.0,S
Thailand,Processing,2006.0,1000 tonnes,49.0,S
Republic of Korea,Processing,2006.0,1000 tonnes,41.0,S
Sweden,Processing,2006.0,1000 tonnes,32.0,S
Australia and New Zealand,Processing,2006.0,1000 tonnes,27.0,A
New Zealand,Processing,2006.0,1000 tonnes,27.0,S
Slovakia,Processing,2006.0,1000 tonnes,27.0,S
Belarus,Processing,2006.0,1000 tonnes,25.0,S
Hungary,Processing,2006.0,1000 tonnes,21.0,S
Argentina,Processing,2006.0,1000 tonnes,20.0,S
Azerbaijan,Processing,2006.0,1000 tonnes,20.0,S
Lebanon,Processing,2006.0,1000 tonnes,18.0,S
Netherlands,Processing,2006.0,1000 tonnes,15.0,S
Latvia,Processing,2006.0,1000 tonnes,12.0,S
Denmark,Processing,2006.0,1000 tonnes,11.0,S
Iran (Islamic Republic of),Processing,2006.0,1000 tonnes,11.0,S
India,Processing,2006.0,1000 tonnes,10.0,S
Estonia,Processing,2006.0,1000 tonnes,9.0,S
Pakistan,Processing,2006.0,1000 tonnes,9.0,S
Czechia,Processing,2006.0,1000 tonnes,7.0,S
Slovenia,Processing,2006.0,1000 tonnes,5.0,S
Canada,Processing,2006.0,1000 tonnes,4.0,S
Turkey,Processing,2006.0,1000 tonnes,4.0,S
Israel,Processing,2006.0,1000 tonnes,3.0,S
Montenegro,Processing,2006.0,1000 tonnes,3.0,S
Philippines,Processing,2006.0,1000 tonnes,3.0,S
Republic of Moldova,Processing,2006.0,1000 tonnes,3.0,S
Uruguay,Processing,2006.0,1000 tonnes,3.0,S
Kyrgyzstan,Processing,2006.0,1000 tonnes,2.0,S
Armenia,Processing,2006.0,1000 tonnes,1.0,S
"China, Macao SAR",Processing,2006.0,1000 tonnes,1.0,S
Georgia,Processing,2006.0,1000 tonnes,1.0,S
Guatemala,Processing,2006.0,1000 tonnes,1.0,S
Honduras,Processing,2006.0,1000 tonnes,1.0,S
Kazakhstan,Processing,2006.0,1000 tonnes,1.0,S
Spain,Processing,2006.0,1000 tonnes,1.0,S
Austria,Processing,2006.0,1000 tonnes,0.0,S
Belgium,Processing,2006.0,1000 tonnes,0.0,S
Bosnia and Herzegovina,Processing,2006.0,1000 tonnes,0.0,S
Bulgaria,Processing,2006.0,1000 tonnes,0.0,S
Other non-specified areas,Processing,2006.0,1000 tonnes,0.0,S
Croatia,Processing,2006.0,1000 tonnes,0.0,S
Cyprus,Processing,2006.0,1000 tonnes,0.0,S
Finland,Processing,2006.0,1000 tonnes,0.0,S
French Polynesia,Processing,2006.0,1000 tonnes,0.0,S
Greece,Processing,2006.0,1000 tonnes,0.0,S
Indonesia,Processing,2006.0,1000 tonnes,0.0,S
Italy,Processing,2006.0,1000 tonnes,0.0,S
Jordan,Processing,2006.0,1000 tonnes,0.0,S
Lithuania,Processing,2006.0,1000 tonnes,0.0,S
Malaysia,Processing,2006.0,1000 tonnes,0.0,S
North Macedonia,Processing,2006.0,1000 tonnes,0.0,S
Paraguay,Processing,2006.0,1000 tonnes,0.0,S
Polynesia,Processing,2006.0,1000 tonnes,0.0,A
Portugal,Processing,2006.0,1000 tonnes,0.0,S
Romania,Processing,2006.0,1000 tonnes,0.0,S
Switzerland,Processing,2006.0,1000 tonnes,0.0,S
Tunisia,Processing,2006.0,1000 tonnes,0.0,S
United Kingdom of Great Britain and Northern Ireland,Processing,2006.0,1000 tonnes,0.0,S
United States of America,Processing,2006.0,1000 tonnes,0.0,S
Zimbabwe,Processing,2006.0,1000 tonnes,0.0,S
China,Processing,2005.0,1000 tonnes,4230.0,A
France,Processing,2005.0,1000 tonnes,893.0,S
Russian Federation,Processing,2005.0,1000 tonnes,442.0,S
Poland,Processing,2005.0,1000 tonnes,291.0,S
Ukraine,Processing,2005.0,1000 tonnes,276.0,S
Germany,Processing,2005.0,1000 tonnes,100.0,S
Ireland,Processing,2005.0,1000 tonnes,73.0,S
Japan,Processing,2005.0,1000 tonnes,59.0,S
Thailand,Processing,2005.0,1000 tonnes,52.0,S
Australia and New Zealand,Processing,2005.0,1000 tonnes,42.0,A
New Zealand,Processing,2005.0,1000 tonnes,42.0,S
Slovakia,Processing,2005.0,1000 tonnes,40.0,S
Republic of Korea,Processing,2005.0,1000 tonnes,37.0,S
Other non-specified areas,Processing,2005.0,1000 tonnes,29.0,S
Sweden,Processing,2005.0,1000 tonnes,29.0,S
Belarus,Processing,2005.0,1000 tonnes,26.0,S
Canada,Processing,2005.0,1000 tonnes,18.0,S
Argentina,Processing,2005.0,1000 tonnes,16.0,S
Netherlands,Processing,2005.0,1000 tonnes,14.0,S
Lebanon,Processing,2005.0,1000 tonnes,12.0,S
Denmark,Processing,2005.0,1000 tonnes,11.0,S
Italy,Processing,2005.0,1000 tonnes,11.0,S
India,Processing,2005.0,1000 tonnes,10.0,S
Latvia,Processing,2005.0,1000 tonnes,10.0,S
Czechia,Processing,2005.0,1000 tonnes,9.0,S
Pakistan,Processing,2005.0,1000 tonnes,9.0,S
Spain,Processing,2005.0,1000 tonnes,9.0,S
Bosnia and Herzegovina,Processing,2005.0,1000 tonnes,7.0,S
Turkey,Processing,2005.0,1000 tonnes,5.0,S
Iran (Islamic Republic of),Processing,2005.0,1000 tonnes,4.0,S
Slovenia,Processing,2005.0,1000 tonnes,4.0,S
Uruguay,Processing,2005.0,1000 tonnes,4.0,S
Israel,Processing,2005.0,1000 tonnes,3.0,S
Lithuania,Processing,2005.0,1000 tonnes,3.0,S
"China, Macao SAR",Processing,2005.0,1000 tonnes,2.0,S
Kyrgyzstan,Processing,2005.0,1000 tonnes,2.0,S
Armenia,Processing,2005.0,1000 tonnes,1.0,S
Bulgaria,Processing,2005.0,1000 tonnes,1.0,S
Estonia,Processing,2005.0,1000 tonnes,1.0,S
Georgia,Processing,2005.0,1000 tonnes,1.0,S
Greece,Processing,2005.0,1000 tonnes,1.0,S
Guatemala,Processing,2005.0,1000 tonnes,1.0,S
Honduras,Processing,2005.0,1000 tonnes,1.0,S
Hungary,Processing,2005.0,1000 tonnes,1.0,S
Kazakhstan,Processing,2005.0,1000 tonnes,1.0,S
Portugal,Processing,2005.0,1000 tonnes,1.0,S
Republic of Moldova,Processing,2005.0,1000 tonnes,1.0,S
Zimbabwe,Processing,2005.0,1000 tonnes,1.0,S
Austria,Processing,2005.0,1000 tonnes,0.0,S
Azerbaijan,Processing,2005.0,1000 tonnes,0.0,S
Belgium,Processing,2005.0,1000 tonnes,0.0,S
Croatia,Processing,2005.0,1000 tonnes,0.0,S
Cyprus,Processing,2005.0,1000 tonnes,0.0,S
Finland,Processing,2005.0,1000 tonnes,0.0,S
French Polynesia,Processing,2005.0,1000 tonnes,0.0,S
Indonesia,Processing,2005.0,1000 tonnes,0.0,S
Jordan,Processing,2005.0,1000 tonnes,0.0,S
Malaysia,Processing,2005.0,1000 tonnes,0.0,S
North Macedonia,Processing,2005.0,1000 tonnes,0.0,S
Paraguay,Processing,2005.0,1000 tonnes,0.0,S
Philippines,Processing,2005.0,1000 tonnes,0.0,S
Polynesia,Processing,2005.0,1000 tonnes,0.0,A
Romania,Processing,2005.0,1000 tonnes,0.0,S
Serbia and Montenegro,Processing,2005.0,1000 tonnes,0.0,S
South Africa,Processing,2005.0,1000 tonnes,0.0,S
Switzerland,Processing,2005.0,1000 tonnes,0.0,S
Tunisia,Processing,2005.0,1000 tonnes,0.0,S
United Kingdom of Great Britain and Northern Ireland,Processing,2005.0,1000 tonnes,0.0,S
United States of America,Processing,2005.0,1000 tonnes,0.0,S
China,Processing,2004.0,1000 tonnes,4101.0,A
France,Processing,2004.0,1000 tonnes,895.0,S
Russian Federation,Processing,2004.0,1000 tonnes,554.0,S
Poland,Processing,2004.0,1000 tonnes,324.0,S
Germany,Processing,2004.0,1000 tonnes,90.0,S
South Africa,Processing,2004.0,1000 tonnes,76.0,S
Japan,Processing,2004.0,1000 tonnes,59.0,S
Thailand,Processing,2004.0,1000 tonnes,49.0,S
Serbia and Montenegro,Processing,2004.0,1000 tonnes,46.0,S
Australia and New Zealand,Processing,2004.0,1000 tonnes,44.0,A
New Zealand,Processing,2004.0,1000 tonnes,44.0,S
Republic of Korea,Processing,2004.0,1000 tonnes,36.0,S
Belarus,Processing,2004.0,1000 tonnes,31.0,S
Ukraine,Processing,2004.0,1000 tonnes,31.0,S
Slovakia,Processing,2004.0,1000 tonnes,25.0,S
Pakistan,Processing,2004.0,1000 tonnes,18.0,S
Czechia,Processing,2004.0,1000 tonnes,13.0,S
Denmark,Processing,2004.0,1000 tonnes,13.0,S
Ireland,Processing,2004.0,1000 tonnes,13.0,S
Netherlands,Processing,2004.0,1000 tonnes,12.0,S
Lebanon,Processing,2004.0,1000 tonnes,11.0,S
Argentina,Processing,2004.0,1000 tonnes,10.0,S
Canada,Processing,2004.0,1000 tonnes,10.0,S
India,Processing,2004.0,1000 tonnes,8.0,S
Sweden,Processing,2004.0,1000 tonnes,7.0,S
Spain,Processing,2004.0,1000 tonnes,6.0,S
Slovenia,Processing,2004.0,1000 tonnes,4.0,S
Turkey,Processing,2004.0,1000 tonnes,4.0,S
Indonesia,Processing,2004.0,1000 tonnes,3.0,S
Israel,Processing,2004.0,1000 tonnes,3.0,S
Latvia,Processing,2004.0,1000 tonnes,3.0,S
Uruguay,Processing,2004.0,1000 tonnes,3.0,S
Honduras,Processing,2004.0,1000 tonnes,2.0,S
Iran (Islamic Republic of),Processing,2004.0,1000 tonnes,2.0,S
Italy,Processing,2004.0,1000 tonnes,2.0,S
Kyrgyzstan,Processing,2004.0,1000 tonnes,2.0,S
"China, Macao SAR",Processing,2004.0,1000 tonnes,1.0,S
Estonia,Processing,2004.0,1000 tonnes,1.0,S
Finland,Processing,2004.0,1000 tonnes,1.0,S
Georgia,Processing,2004.0,1000 tonnes,1.0,S
Hungary,Processing,2004.0,1000 tonnes,1.0,S
Kazakhstan,Processing,2004.0,1000 tonnes,1.0,S
North Macedonia,Processing,2004.0,1000 tonnes,1.0,S
Republic of Moldova,Processing,2004.0,1000 tonnes,1.0,S
Tunisia,Processing,2004.0,1000 tonnes,1.0,S
Zimbabwe,Processing,2004.0,1000 tonnes,1.0,S
Armenia,Processing,2004.0,1000 tonnes,0.0,S
Austria,Processing,2004.0,1000 tonnes,0.0,S
Azerbaijan,Processing,2004.0,1000 tonnes,0.0,S
Belgium,Processing,2004.0,1000 tonnes,0.0,S
Bosnia and Herzegovina,Processing,2004.0,1000 tonnes,0.0,S
Bulgaria,Processing,2004.0,1000 tonnes,0.0,S
Other non-specified areas,Processing,2004.0,1000 tonnes,0.0,S
Croatia,Processing,2004.0,1000 tonnes,0.0,S
